likes,dislikes,comment_count,
4576,392,611,0
11096,359,1196,0
14588,528,2233,0
9991,397,441,0
8209,344,1062,0
6006,353,700,0
3788,603,3093,0
4885,134,291,0
7065,539,715,0
7743,156,595,0
5205,749,1181,0
1632,178,164,0
7447,130,485,0
6303,547,1845,0
5190,239,570,0
19776,167,1855,0
5543,219,228,0
12967,284,750,0
1725,244,168,0
1292,28,147,0
3968,236,789,0
35845,331,3521,0
8474,146,2762,0
3992,173,687,0
15113,816,1424,0
26587,330,10216,0
8274,355,495,0
7620,148,783,0
11150,122,909,0
4437,496,620,0
17529,165,2445,0
7180,1232,1175,0
4981,147,692,0
7408,467,702,0
14250,282,2127,0
8511,2229,4577,0
1244,333,320,0
4475,338,1086,0
3452,151,537,0
7079,256,420,0
9306,236,170,0
11371,425,1930,0
3978,323,701,0
1956,97,413,0
12085,326,1496,0
9830,290,827,0
27345,129,1393,0
13793,627,1294,0
10518,225,980,0
13623,311,1341,0
2621,350,719,0
6145,496,1544,0
4819,139,385,0
12515,184,351,0
6629,393,1098,0
11979,284,895,0
4847,170,340,0
2543,69,362,0
9740,245,737,0
6725,386,598,0
9525,282,1020,0
9945,1921,2783,0
29122,173,2174,0
4165,90,291,0
12449,324,1341,0
26527,204,1845,0
6139,933,647,0
3457,153,532,0
1707,315,1221,0
2620,330,938,0
16979,362,1789,0
18770,220,1737,0
4448,101,815,0
15130,816,1428,0
6809,236,299,0
11477,201,673,0
20789,170,2425,0
9744,194,941,0
9798,245,746,0
4088,165,382,0
31996,144,1526,0
6818,91,1543,0
4599,393,610,0
8798,270,1019,0
3188,147,347,0
8333,252,323,0
20134,193,918,0
18475,243,1643,0
5256,579,738,0
19970,161,1540,0
17998,545,1034,0
6518,319,791,0
7548,49,129,0
12567,484,1836,0
29017,251,6890,0
21961,358,1736,0
12355,80,487,0
4821,135,658,0
14285,283,2128,0
5021,134,1875,0
2596,1543,1547,0
12964,120,1371,0
15591,300,678,0
15247,385,976,0
15363,1592,1558,0
7310,378,2780,0
13302,364,2424,0
7985,474,710,0
5837,120,451,0
15324,264,629,0
11605,208,911,0
23062,274,1319,0
1659,179,166,0
5417,400,492,0
20331,500,3135,0
4817,334,1019,0
8305,211,886,0
16774,584,2489,0
12627,372,2378,0
2024,80,109,0
17623,165,2446,0
2338,2221,499,0
3822,797,1348,0
4891,212,340,0
7041,623,1172,0
13986,265,1409,0
8544,172,1032,0
1747,459,614,0
4854,1439,1267,0
2831,171,237,0
8034,138,784,0
15541,241,1026,0
8441,296,1189,0
15163,819,1429,0
29424,293,3268,0
17925,268,1185,0
12453,258,1006,0
13123,205,2650,0
22388,2604,6348,0
3568,1163,954,0
12520,159,907,0
8011,638,1256,0
9765,274,616,0
4628,394,612,0
5587,223,228,0
3673,1690,397,0
12505,347,981,0
14773,129,1268,0
5240,113,265,0
2162,44,141,0
12158,326,1506,0
14680,540,2288,0
1573,824,684,0
14323,283,2133,0
2177,74,927,0
13827,294,1560,0
9759,175,277,0
5743,82,282,0
2648,354,720,0
7109,248,1226,0
5608,246,0,0
1225,1391,1816,0
38776,466,1342,0
8157,294,764,0
18774,743,5734,0
1322,46,129,0
6588,199,550,0
11255,123,916,0
2605,1550,1560,0
3327,142,377,0
9061,969,1674,0
9567,748,3243,0
8961,186,1466,0
1222,263,373,0
1974,41,157,0
15631,108,1132,0
8053,288,1098,0
8575,328,2018,0
38671,463,2348,0
8834,359,768,0
4688,453,663,0
2045,273,163,0
7268,1247,1174,0
23385,151,8361,0
14184,126,1045,0
41687,403,2897,0
8367,3382,3222,0
3056,57,570,0
3435,806,734,0
12356,118,567,0
6671,120,522,0
3828,426,0,0
4803,1002,560,0
7993,198,496,0
12496,258,1006,0
9905,266,1551,0
22576,445,1918,0
3457,124,198,0
10410,110,665,0
4870,177,387,0
26392,1196,4064,0
2666,729,332,0
10005,413,852,0
6164,939,649,0
8540,352,1032,0
5617,247,0,0
5183,60,469,0
1733,245,169,0
3796,150,234,0
24903,103,1236,0
2522,538,1919,0
18935,181,2418,0
8498,358,354,0
11221,971,2418,0
4641,397,616,0
13129,295,865,0
24968,329,1158,0
10475,331,1686,0
7428,280,706,0
15223,822,1432,0
15994,149,736,0
6290,212,539,0
2610,1553,1561,0
12120,355,1574,0
10762,199,752,0
18902,222,1864,0
10429,378,990,0
17716,165,2448,0
17984,978,3072,0
10875,294,1253,0
15863,1012,1446,0
21113,197,990,0
4363,316,515,0
2806,126,292,0
10664,229,998,0
5620,247,0,0
2474,133,234,0
30986,214,1576,0
10363,648,1637,0
7125,251,1228,0
14201,203,598,0
5621,224,229,0
13730,417,1738,0
2001,132,562,0
16221,389,1096,0
9817,310,1775,0
16243,226,898,0
7858,157,619,0
16088,245,1518,0
2616,1555,1477,0
9424,176,1137,0
2998,62,340,0
5623,248,0,0
9189,235,441,0
10167,244,562,0
21524,90,1912,0
10649,214,534,0
5906,444,1502,0
19413,257,2108,0
10301,396,420,0
3780,1798,969,0
2257,387,435,0
5626,249,0,0
24451,139,1950,0
1502,242,486,0
2616,1556,1478,0
9946,248,755,0
8979,236,944,0
12553,259,1009,0
4952,134,295,0
13030,382,1288,0
10126,456,2807,0
20519,503,3146,0
5628,249,0,0
18921,745,5771,0
2664,356,721,0
11269,459,1495,0
11361,895,2325,0
1528,318,142,0
30923,373,3377,0
5630,249,0,0
12707,374,2388,0
11332,124,917,0
24317,332,969,0
9906,127,598,0
16224,1195,3080,0
17603,158,390,0
18957,913,1815,0
24428,297,3058,0
1671,331,457,0
12238,326,1529,0
12692,202,576,0
2864,337,916,0
10645,249,2462,0
16686,313,1478,0
1969,102,415,0
12586,348,994,0
18077,524,1536,0
13989,303,1277,0
27117,79,3240,0
1232,263,373,0
13180,294,626,0
15112,153,1119,0
7137,252,1235,0
553,239,862,0
6662,331,990,0
12904,1611,1998,0
4867,259,2353,0
9194,303,1245,0
4281,353,848,0
7198,615,1104,0
8542,296,1202,0
23805,89,1077,0
31881,271,2573,0
2917,366,957,0
17789,165,2461,0
18104,731,3306,0
14242,149,719,0
18052,239,1364,0
17110,57,359,0
10497,382,991,0
8133,2693,2911,0
14228,123,768,0
7987,188,1452,0
9789,118,837,0
3609,186,269,0
12611,259,1008,0
2323,212,447,0
8595,150,2802,0
18859,105,1628,0
27409,84,1060,0
11712,172,698,0
4912,44,262,0
0,0,1223,0
3560,89,488,0
10006,342,925,0
6609,322,798,0
19022,227,1868,0
16143,351,513,0
10693,449,459,0
21174,270,1279,0
13822,563,1518,0
18765,250,1659,0
22133,152,2718,0
18993,747,5787,0
8409,349,952,0
4266,337,415,0
12465,119,570,0
12698,871,2172,0
7150,254,1238,0
1214,148,192,0
2682,358,717,0
24039,496,1224,0
9201,328,435,0
39298,487,4355,0
6211,107,660,0
13946,364,1574,0
2148,2908,1225,0
7495,283,713,0
7115,750,2351,0
8634,332,2027,0
15271,828,1436,0
9351,299,2197,0
263,42,31,0
6666,201,557,0
5660,365,378,0
1675,336,456,0
17311,723,3855,0
9632,287,1047,0
4728,205,472,0
6570,202,586,0
13670,203,1067,0
12249,259,1516,0
11390,124,925,0
2218,1547,4034,0
11766,204,789,0
28891,205,1852,0
9856,179,278,0
18595,255,1272,0
10009,248,758,0
10482,304,1666,0
10067,146,603,0
12573,236,539,0
13235,217,759,0
8727,307,625,0
23087,113,2004,0
7372,1260,1198,0
11731,802,2494,0
9079,236,961,0
23926,493,2476,0
4873,143,390,0
8906,272,1025,0
3679,536,778,0
15294,829,1439,0
19060,227,1868,0
26920,234,798,0
22861,447,1896,0
14565,601,1933,0
16004,113,1350,0
16359,392,1096,0
14931,131,1276,0
6519,169,650,0
11337,825,2660,0
3904,430,0,0
7943,159,616,0
14975,547,2313,0
9001,235,1355,0
8666,357,1046,0
7164,255,1242,0
15118,439,1797,0
2033,77,833,0
13098,189,379,0
9607,245,170,0
13357,209,2719,0
17963,168,2481,0
24859,426,1363,0
1242,263,375,0
1676,339,448,0
26650,439,2134,0
3546,92,352,0
14000,286,1157,0
11441,196,3802,0
93,41,16,0
8591,161,451,0
3103,193,218,0
9350,718,1074,0
4890,1010,560,0
20548,566,1031,0
11605,187,1047,0
4269,216,346,0
18603,585,1745,0
6438,95,272,0
3446,158,1925,0
7476,280,935,0
3508,127,1223,0
14619,328,515,0
2693,361,723,0
10605,157,984,0
13943,330,1363,0
15627,277,642,0
8637,296,1215,0
3175,465,1121,0
3498,125,198,0
4420,317,515,0
10553,181,1239,0
10048,250,759,0
12557,120,570,0
9893,317,983,0
19905,763,1628,0
12347,577,756,0
1987,102,416,0
21422,200,1006,0
11355,2363,1421,0
13218,211,645,0
9136,236,961,0
17707,91,832,0
8787,9407,4070,0
7690,141,486,0
19149,748,5827,0
3305,130,275,0
2981,70,126,0
17404,376,1821,0
1250,263,375,0
12858,331,1386,0
2202,636,985,0
6849,1745,0,0
21855,89,976,0
6944,263,709,0
2387,683,703,0
8425,525,1252,0
5816,1398,1027,0
11500,492,1988,0
7876,150,785,0
10184,425,473,0
18351,740,3377,0
3624,253,1290,0
10386,813,1229,0
11850,251,2833,0
5693,185,154,0
16269,708,964,0
13309,420,1441,0
1462,1214,759,0
7552,1086,938,0
6967,494,1344,0
20077,594,2533,0
11166,758,2439,0
27814,152,2674,0
6960,361,926,0
5969,48,155,0
6379,424,1205,0
13748,251,451,0
983,827,1034,0
5656,143,306,0
26927,292,4823,0
14885,139,969,0
11726,283,1103,0
16251,276,1452,0
3165,101,264,0
16473,393,1098,0
15219,554,2326,0
1524,42,184,0
8537,244,672,0
1677,124,1368,0
14014,332,1363,0
14414,150,720,0
16330,194,1387,0
9863,675,2648,0
9195,240,964,0
6627,845,1007,0
16612,160,1311,0
4159,175,705,0
2097,81,111,0
1730,632,869,0
15258,181,914,0
19008,253,1677,0
11407,305,787,0
17220,146,1018,0
2298,391,438,0
7466,1281,1215,0
6688,327,801,0
17795,493,1406,0
10090,251,762,0
18321,384,1939,0
8136,562,706,0
4334,972,3054,0
2708,361,724,0
1257,101,134,0
12895,879,2192,0
4536,520,2341,0
21782,214,762,0
8409,189,970,0
4368,360,866,0
12780,273,1623,0
29323,187,3260,0
6733,203,560,0
8758,358,1051,0
8706,298,1226,0
12387,515,992,0
10585,259,630,0
11096,532,971,0
14213,114,861,0
14694,1096,1851,0
18327,244,1396,0
9947,183,272,0
3114,275,353,0
16008,110,1135,0
2673,1645,634,0
23553,231,1973,0
12758,469,1347,0
9093,225,2172,0
3977,438,0,0
3052,64,337,0
24342,274,3695,0
7562,284,940,0
13014,134,914,0
12410,284,2091,0
18139,168,2489,0
17756,142,823,0
9234,240,965,0
15440,131,533,0
10910,234,1056,0
10110,251,763,0
1246,8,73,0
4901,345,917,0
8337,247,318,0
14065,333,1362,0
5508,291,917,0
21947,397,876,0
15765,399,984,0
13206,134,1288,0
3820,1817,864,0
3660,605,515,0
15070,134,1300,0
15315,653,2148,0
8492,795,1420,0
16570,394,1098,0
1311,815,663,0
7171,656,1175,0
10271,428,479,0
7903,565,1832,0
1513,245,473,0
14157,620,941,0
19268,751,5851,0
2725,361,725,0
1256,266,376,0
11943,218,4006,0
7087,217,496,0
21600,200,1015,0
4644,335,308,0
14322,230,1625,0
21281,177,2502,0
29743,174,2231,0
14098,334,1363,0
8991,278,1031,0
17635,730,3913,0
2002,102,421,0
2570,548,1915,0
2837,3068,2222,0
4947,1014,562,0
24208,91,1096,0
18524,742,3363,0
3515,125,199,0
12817,194,338,0
13525,217,2751,0
6496,215,538,0
4327,735,1890,0
12737,104,1307,0
20227,134,3475,0
8835,173,1071,0
11065,310,1254,0
9293,241,974,0
11348,357,1313,0
3642,190,284,0
1169,271,1209,0
7695,279,794,0
11357,654,1362,0
16720,595,1097,0
8059,163,621,0
10146,252,764,0
15839,285,644,0
11844,206,792,0
4517,317,0,0
12684,122,572,0
12945,148,439,0
1521,246,474,0
10392,697,740,0
12973,455,854,0
1258,266,375,0
6829,216,939,0
5784,93,407,0
25045,305,3142,0
7866,137,492,0
15796,572,1782,0
12637,167,2258,0
9185,307,960,0
14522,150,738,0
8677,98,1370,0
10192,346,944,0
14133,334,1366,0
6791,203,557,0
2549,139,241,0
19099,198,1479,0
6089,182,140,0
10079,398,5112,0
9747,150,719,0
1205,418,3093,0
11976,211,680,0
6979,123,281,0
29163,2001,4885,0
10324,430,485,0
12395,373,1592,0
19172,255,1698,0
46769,134,2819,0
6047,392,1929,0
13703,342,651,0
1982,1478,1355,0
23624,249,1406,0
32449,242,1989,0
2217,44,142,0
11022,744,2370,0
1783,110,499,0
39083,393,2796,0
19347,755,5871,0
13101,688,1366,0
14032,576,1529,0
2425,145,465,0
7869,224,974,0
22435,363,1750,0
7551,1292,1224,0
17638,383,1829,0
14654,59,915,0
13065,887,2200,0
4933,153,390,0
8804,303,666,0
9928,125,444,0
5003,1337,845,0
9362,243,977,0
14182,336,1369,0
15138,136,1301,0
6840,770,1839,0
6831,506,1031,0
8519,261,353,0
9062,103,555,0
16263,413,714,0
4422,363,868,0
10024,184,277,0
0,0,0,0
14633,269,1324,0
4368,384,246,0
4944,157,1446,0
13095,208,1458,0
14337,265,912,0
7792,145,497,0
18510,246,1409,0
9391,333,450,0
15633,201,2904,0
1176,272,1209,0
6155,131,341,0
8665,360,966,0
19417,755,5891,0
6983,248,304,0
21717,202,1017,0
2679,99,280,0
18230,234,807,0
10049,620,2357,0
1445,563,185,0
12616,225,448,0
10118,270,1584,0
6910,323,1185,0
9726,292,1058,0
10372,430,510,0
4105,445,0,0
5733,778,567,0
8806,2280,4748,0
994,833,986,0
15804,1861,3580,0
7584,1295,1225,0
3701,273,349,0
14594,152,740,0
8938,314,639,0
27834,86,3306,0
10374,150,604,0
2164,252,1134,0
9086,416,1007,0
3658,86,0,0
15339,189,2103,0
18712,747,3374,0
2200,845,1064,0
11227,640,1670,0
3530,127,200,0
5002,1019,564,0
6506,202,279,0
10944,474,1020,0
7015,682,615,0
19794,270,2144,0
12600,331,1532,0
5009,151,684,0
8292,300,1161,0
5610,299,937,0
580,257,959,0
15493,557,2348,0
2133,84,114,0
18561,267,896,0
11755,447,2173,0
13746,232,4035,0
2325,396,444,0
15964,291,644,0
12590,268,1600,0
13153,892,2223,0
20483,181,1742,0
4961,351,916,0
22884,478,1747,0
24547,514,1180,0
12157,223,927,0
14872,490,708,0
13187,337,1401,0
3839,104,1298,0
20347,135,1429,0
12322,407,5268,0
23360,621,1791,0
3276,277,1573,0
7621,1300,1225,0
30705,284,1719,0
8131,164,627,0
21799,202,1024,0
8868,367,1062,0
10410,434,510,0
3257,472,1148,0
4866,91,219,0
3798,93,167,0
16291,115,1153,0
4212,171,259,0
24335,547,2964,0
1182,276,1208,0
10321,2016,2950,0
23999,239,1991,0
1272,267,386,0
18313,244,1020,0
16702,357,521,0
2430,469,1510,0
2249,360,946,0
1744,233,751,0
13689,218,2778,0
10790,158,1018,0
16627,154,754,0
13744,413,2495,0
10072,184,277,0
20415,172,1551,0
29620,367,1303,0
17126,627,2011,0
5464,590,772,0
7649,1306,1225,0
2296,206,1170,0
9085,280,1035,0
8889,246,802,0
2014,107,421,0
15176,139,1306,0
18658,213,2411,0
9350,103,1100,0
6808,401,1104,0
5279,292,469,0
15126,340,521,0
22188,326,1278,0
7718,233,372,0
2388,755,0,0
4269,177,719,0
10434,150,604,0
10801,191,1127,0
24878,299,2651,0
25052,315,1461,0
8494,4632,2370,0
12147,253,2914,0
19385,716,2889,0
6880,206,558,0
7778,245,506,0
3859,1829,863,0
20125,595,3030,0
8137,657,808,0
16028,292,644,0
14650,152,748,0
5192,479,291,0
9636,310,2225,0
3433,396,623,0
17496,832,1610,0
18642,249,1409,0
2690,136,1478,0
2666,136,938,0
7505,263,421,0
3463,172,381,0
2306,4508,3766,0
18823,747,3377,0
7844,1723,2547,0
10733,261,640,0
32969,278,2629,0
6580,221,542,0
17023,84,939,0
5919,268,379,0
13256,898,2225,0
2997,617,1036,0
23585,2651,6888,0
37437,318,8928,0
12094,384,751,0
7039,177,320,0
10840,349,1742,0
25526,484,3992,0
12519,413,5305,0
20473,779,1592,0
5346,120,288,0
17042,357,1129,0
13676,426,1505,0
1260,4676,2164,0
16780,184,1699,0
17828,396,1827,0
22136,868,2568,0
8926,367,1078,0
5132,373,821,0
21951,864,1746,0
13274,136,885,0
10275,353,952,0
1193,281,1215,0
24990,258,2089,0
4145,110,438,0
8197,166,628,0
2041,131,291,0
586,71,75,0
11194,322,1127,0
5680,302,941,0
12133,127,375,0
4444,366,871,0
15635,223,461,0
6908,207,559,0
2235,46,145,0
6130,48,158,0
13722,225,732,0
15229,139,1308,0
14940,433,1850,0
41658,456,4787,0
5906,145,518,0
16090,293,644,0
2613,560,1952,0
1002,843,994,0
7711,1316,1238,0
4994,357,936,0
19477,475,1492,0
14892,1293,4056,0
4921,1831,780,0
14688,274,1681,0
8929,130,462,0
3300,278,1580,0
10549,415,436,0
14417,198,766,0
5104,173,538,0
13486,237,1339,0
7975,168,765,0
20644,660,815,0
25574,313,3207,0
11248,209,800,0
7092,377,946,0
6508,181,756,0
13317,899,2241,0
6238,124,520,0
2341,398,444,0
25614,148,1998,0
7890,147,500,0
8026,173,697,0
7716,86,624,0
7732,1316,1238,0
14702,154,750,0
28602,156,2727,0
3306,568,851,0
17086,164,1356,0
18896,747,3382,0
8491,134,1163,0
14249,588,1563,0
11132,243,1104,0
8646,831,1441,0
3939,79,122,0
12008,190,851,0
18605,326,13208,0
0,0,0,0
4218,452,0,0
22402,188,2223,0
11774,668,1415,0
9538,337,464,0
14684,635,754,0
12562,383,1604,0
17438,1877,3694,0
6965,208,560,0
17766,289,1276,0
4466,369,901,0
5646,1240,1385,0
16159,296,652,0
11229,481,1000,0
12282,726,1374,0
1483,71,29,0
3665,194,295,0
8991,367,1079,0
18175,578,784,0
10582,155,611,0
7289,1338,824,0
16730,286,1492,0
6329,262,566,0
7755,1321,1239,0
49788,338,2793,0
4451,1772,895,0
13451,138,1244,0
4665,155,891,0
13364,900,2244,0
10150,187,279,0
11072,93,918,0
24342,245,2026,0
9157,282,1044,0
16503,118,1164,0
13131,166,872,0
10630,507,504,0
4384,202,397,0
8254,167,631,0
14705,211,610,0
31229,549,1303,0
1021,1580,1332,0
2595,142,241,0
24658,525,2486,0
14746,154,752,0
0,0,0,0
8585,222,375,0
10684,50,530,0
24682,92,1117,0
18957,750,3384,0
23922,317,1158,0
24894,518,1192,0
3038,160,1225,0
5726,305,941,0
7001,208,561,0
18652,537,2406,0
4477,371,903,0
7785,1328,1255,0
16212,297,652,0
43578,202,3545,0
5254,180,342,0
12291,261,2955,0
2200,176,1033,0
3015,133,304,0
15436,141,956,0
596,261,1020,0
2183,85,115,0
22099,203,1032,0
59702,396,7265,0
0,0,0,0
17981,399,1834,0
13454,343,1420,0
6520,1547,1532,0
25373,537,2414,0
3196,281,369,0
11797,876,1424,0
9110,320,649,0
8955,397,1472,0
4357,178,728,0
4818,465,697,0
1013,847,995,0
14604,420,2014,0
7101,227,960,0
12821,275,1587,0
12667,418,5395,0
0,0,0,0
8417,308,1171,0
9129,175,1089,0
19095,535,1601,0
12334,217,720,0
7237,98,1707,0
35911,187,3948,0
10365,358,959,0
13763,141,708,0
2240,47,147,0
8605,210,979,0
30263,179,2114,0
14004,1110,3650,0
10921,161,1053,0
14865,135,1077,0
9573,241,466,0
6081,1425,1070,0
7023,209,564,0
10599,1204,1116,0
3310,474,1159,0
3328,283,1589,0
12358,231,838,0
9918,92,438,0
10122,126,524,0
28362,88,3379,0
12552,683,1640,0
8291,167,631,0
10288,274,1586,0
8909,2302,4910,0
3837,104,259,0
15832,595,1465,0
7360,945,1502,0
21920,242,1605,0
27641,472,2241,0
14452,214,796,0
19587,204,1529,0
7840,1333,1257,0
3928,938,1116,0
9080,368,1081,0
19221,596,1082,0
5814,200,161,0
3914,210,371,0
8707,171,452,0
13574,404,1318,0
22812,369,1762,0
6632,442,1225,0
34769,229,1831,0
13448,137,889,0
4385,687,0,0
3672,194,298,0
2462,91,982,0
16928,156,761,0
23709,292,1645,0
13078,204,338,0
15766,575,2358,0
5230,144,1843,0
2181,146,589,0
2248,47,144,0
2365,404,471,0
2793,1103,895,0
13370,237,1196,0
12440,395,2493,0
2750,307,383,0
6688,105,282,0
20066,286,2176,0
5840,793,609,0
7859,153,332,0
9199,286,1048,0
12404,1024,1437,0
17895,188,1660,0
9191,239,678,0
1129,31,159,0
42705,303,641,0
1726,131,1416,0
25930,314,3229,0
7220,2009,0,0
10225,189,280,0
8324,167,633,0
8502,332,653,0
15550,346,521,0
17935,193,1445,0
2252,48,144,0
11289,325,1130,0
5684,424,497,0
6665,219,431,0
2326,662,324,0
612,264,1040,0
8873,117,440,0
24642,247,2050,0
8223,144,505,0
10720,158,612,0
3064,153,497,0
18132,404,1842,0
24100,553,1673,0
1237,433,3185,0
7945,320,1001,0
5340,207,323,0
3802,1722,402,0
8083,152,543,0
7525,688,622,0
14004,430,1545,0
20140,202,2437,0
7248,129,575,0
8091,279,299,0
23144,168,2819,0
23124,276,1316,0
14383,602,1568,0
5445,360,429,0
12779,420,5454,0
25130,521,1205,0
7308,222,513,0
22254,202,1039,0
2253,48,144,0
3717,417,240,0
12238,453,2263,0
3352,284,1589,0
3351,479,1166,0
5917,690,500,0
378,41,76,0
8738,844,1462,0
2372,406,472,0
17313,165,1401,0
1630,339,156,0
6231,52,160,0
29083,158,2745,0
5729,192,1593,0
28438,215,1967,0
8358,168,633,0
8674,273,349,0
12985,376,2243,0
10477,361,960,0
16538,181,940,0
12955,88,489,0
6306,188,275,0
4345,175,261,0
11643,584,1305,0
3931,616,526,0
7969,152,509,0
3346,340,402,0
14182,617,2226,0
14791,282,925,0
13621,347,1432,0
21257,396,1487,0
2388,264,656,0
11530,814,2546,0
13944,229,749,0
6727,386,563,0
11483,564,995,0
10308,159,372,0
11801,136,1042,0
21299,214,948,0
24644,299,1381,0
12111,207,1063,0
16139,133,583,0
10915,331,1739,0
19970,104,3336,0
15186,15448,7484,0
5188,129,299,0
20939,794,1641,0
12058,674,1425,0
20725,119,1909,0
6967,307,810,0
5637,2994,4364,0
56700,257,4028,0
8968,1695,0,0
7159,382,964,0
3634,921,703,0
12500,272,1657,0
15592,623,2297,0
621,264,1048,0
33663,288,2665,0
12145,142,911,0
4871,398,972,0
6805,861,1012,0
18187,151,823,0
3591,189,405,0
3421,206,294,0
9467,364,908,0
14304,306,1591,0
10564,209,743,0
4740,109,835,0
12736,396,1623,0
9243,286,1049,0
8905,175,908,0
10257,334,1013,0
3890,149,0,0
5811,309,956,0
9195,1029,1110,0
7188,217,998,0
12987,279,1603,0
6735,100,336,0
6478,194,152,0
13628,139,892,0
15834,463,1863,0
1247,435,2327,0
9517,112,571,0
19932,277,1340,0
17016,290,1493,0
8509,313,1185,0
10276,189,281,0
18655,525,1736,0
15413,121,1650,0
8714,207,980,0
11083,203,1142,0
30203,201,2355,0
9006,376,556,0
30339,380,1659,0
16605,520,2345,0
27807,122,1226,0
10804,502,760,0
13276,191,819,0
5217,190,799,0
18307,408,1867,0
13206,153,439,0
12492,231,817,0
25389,269,2089,0
12877,423,5486,0
9844,325,2249,0
628,266,1055,0
2389,407,473,0
12350,363,875,0
9661,221,885,0
8982,2310,4982,0
1253,435,2333,0
2261,124,119,0
22377,202,1039,0
3983,271,1406,0
21109,637,2640,0
3365,285,1603,0
10804,510,515,0
18066,188,1666,0
13566,186,734,0
17344,361,520,0
26222,152,2003,0
13094,310,2189,0
6031,151,307,0
10969,275,638,0
10750,2101,2901,0
19456,532,1043,0
11035,143,377,0
15036,306,2011,0
1255,436,2334,0
11378,328,1141,0
2232,85,115,0
14961,115,956,0
1322,110,141,0
13102,180,2332,0
11225,185,808,0
11333,248,1131,0
6190,940,654,0
17137,159,769,0
33222,413,3515,0
14498,605,1576,0
5637,291,500,0
16032,238,2319,0
27224,262,2910,0
3702,1710,3524,0
11036,162,1069,0
631,266,1056,0
24997,548,2518,0
0,0,1273,0
12597,164,1385,0
24857,248,2069,0
10917,472,2561,0
26212,315,3282,0
26116,476,1424,0
11377,793,1988,0
4195,439,409,0
24324,2678,7014,0
7151,253,304,0
10881,329,1227,0
4527,352,401,0
21739,190,1628,0
7250,178,406,0
13721,349,1462,0
19996,338,684,0
5448,586,1489,0
11096,53,552,0
6932,429,2231,0
11745,2475,1441,0
66,11,23,0
4427,288,426,0
4008,1182,902,0
17462,623,1158,0
4640,531,649,0
24149,267,1429,0
67,11,23,0
13151,461,3599,0
9805,159,471,0
14104,466,2527,0
4668,277,1115,0
3374,285,1599,0
14218,439,1542,0
3459,72,396,0
12581,221,720,0
13117,759,1882,0
20045,2236,2910,0
5046,217,494,0
80118,232,5420,0
17719,455,2122,0
23072,372,1794,0
10599,1564,1303,0
29373,161,2755,0
5092,167,411,0
25325,566,2995,0
13841,233,903,0
2343,391,1027,0
28902,91,3415,0
22480,204,1039,0
10572,75,449,0
30037,197,3292,0
3508,272,760,0
14759,202,766,0
4948,186,404,0
10918,161,613,0
3264,286,367,0
2370,219,1363,0
25413,684,3954,0
15856,351,521,0
8079,219,436,0
14082,229,753,0
17486,167,1424,0
10316,1001,531,0
5258,1394,954,0
1746,134,1442,0
13772,140,901,0
23449,378,3606,0
9388,428,941,0
41522,533,1479,0
20364,293,2186,0
16336,2961,3746,0
12732,553,1812,0
12524,196,736,0
5874,313,972,0
12594,622,588,0
7251,711,622,0
19941,209,1570,0
10687,369,970,0
9609,215,1036,0
8846,860,1501,0
1367,553,0,0
12240,681,1453,0
41905,531,4532,0
22541,269,1021,0
13817,350,1464,0
14599,608,1586,0
25007,250,2072,0
15192,409,3206,0
9021,2316,5011,0
4831,157,365,0
18576,587,795,0
22487,286,1634,0
12576,234,818,0
7424,462,312,0
16852,121,1418,0
5877,213,138,0
18648,1072,1395,0
12742,385,1005,0
26428,316,3299,0
23422,171,1267,0
28360,479,2387,0
1841,1239,713,0
11433,249,1138,0
6484,153,327,0
8035,162,977,0
3522,351,294,0
11115,162,1076,0
8742,223,995,0
9594,5430,2399,0
7277,389,980,0
8766,143,807,0
13263,292,1695,0
4447,179,265,0
1795,751,1495,0
10249,165,740,0
10210,2044,3023,0
11291,160,1287,0
5929,806,631,0
8112,309,846,0
16878,432,752,0
1419,1358,491,0
2663,226,518,0
9751,248,475,0
18263,189,1669,0
18768,177,603,0
2272,87,117,0
1882,1094,718,0
28292,345,5017,0
7424,235,992,0
19754,608,1133,0
3687,196,299,0
12719,224,721,0
2218,152,601,0
14440,271,451,0
10192,1720,1243,0
26492,392,1561,0
5296,148,1904,0
10693,725,746,0
5626,832,1257,0
3976,122,467,0
21325,807,1673,0
6006,265,678,0
12163,200,675,0
8774,223,626,0
1571,42,192,0
14401,442,1548,0
11396,597,1174,0
13907,352,1472,0
17626,167,1418,0
19793,427,2243,0
14703,612,1609,0
9286,181,674,0
13252,281,1618,0
11251,120,680,0
7470,2076,0,0
25217,557,2548,0
25585,472,2012,0
30724,182,2135,0
3719,92,311,0
10947,2133,2991,0
7047,86,321,0
30588,1074,2326,0
8727,552,1272,0
16988,247,900,0
14773,412,1702,0
8370,355,629,0
16038,354,533,0
8649,317,1206,0
8651,4747,2456,0
8788,223,626,0
5089,278,2428,0
9046,2327,4993,0
23309,376,1794,0
7095,295,370,0
8898,641,2214,0
2386,224,1400,0
17944,362,1560,0
2511,97,996,0
11523,250,1141,0
20833,182,1575,0
17205,297,1503,0
1327,336,915,0
4109,626,543,0
8797,223,625,0
1803,243,789,0
29162,366,4679,0
17267,85,948,0
2628,96,175,0
528,39,50,0
29947,228,2283,0
20533,296,2207,0
6808,227,1270,0
11486,333,1148,0
3420,486,1190,0
6961,405,1104,0
8082,155,504,0
7031,1031,1136,0
30636,223,1020,0
7537,135,316,0
