likes,dislikes,comment_count,
52865,1617,474,0
23983,265,2339,0
17912,2826,3508,0
7631,1287,1480,0
3014,113,0,0
26462,831,2140,0
30701,460,3650,0
86520,702,25014,0
37969,954,1741,0
18356,718,1673,0
19761,1228,2399,0
4961,541,2118,0
25754,629,717,0
49865,1791,6929,0
13311,607,1069,0
51212,2623,4001,0
45070,947,2826,0
37320,359,1887,0
18884,273,1103,0
25373,624,2021,0
25622,646,837,0
32845,425,1728,0
30332,692,2058,0
73565,720,3915,0
0,0,0,0
18166,544,1351,0
57121,1821,4702,0
57269,360,3778,0
22696,2034,5595,0
11794,2968,2897,0
9057,588,1375,0
2017,2425,1447,0
72053,1027,8084,0
70881,627,5784,0
59350,2408,8763,0
32901,3052,4682,0
21035,649,1587,0
11944,148,0,0
35051,1014,2624,0
7011,810,3149,0
18476,1048,1165,0
121869,836,9585,0
23720,770,1623,0
15734,929,2407,0
20881,635,2672,0
215,157,113,0
20469,910,2780,0
40029,852,2623,0
10841,1137,1334,0
53752,2855,6617,0
50888,189,1423,0
36078,1911,2054,0
17801,1177,1623,0
1236,15,49,0
43131,1456,2214,0
44656,1006,3722,0
30707,4224,5308,0
31405,2767,3867,0
31032,963,6584,0
51838,2999,6887,0
7388,1200,1185,0
4605,129,355,0
42847,1184,2947,0
47103,445,2831,0
63210,696,2143,0
5183,906,740,0
51881,790,9631,0
5030,936,8956,0
30468,199,1130,0
25130,1675,1642,0
7873,362,687,0
72888,845,4816,0
9918,1727,0,0
20012,414,459,0
33539,830,2667,0
22148,1222,2465,0
37489,1778,2882,0
45283,456,5466,0
57253,1825,4703,0
11034,883,1792,0
50007,1801,6930,0
8660,586,532,0
103190,1320,6871,0
20011,1939,2161,0
23976,251,691,0
16318,584,1907,0
16068,304,1226,0
57361,360,3778,0
19431,520,1115,0
10363,392,1662,0
23809,773,1626,0
77731,1021,5779,0
30994,1585,9854,0
20997,639,2675,0
119679,982,10888,0
46360,1179,6757,0
67255,1442,9973,0
62319,518,27043,0
82440,1434,5932,0
21757,2651,3084,0
36068,845,12272,0
22111,1219,2928,0
13491,654,1133,0
13846,477,1170,0
37515,976,2479,0
59531,2417,8793,0
53925,1073,11451,0
36894,8585,11762,0
4915,318,554,0
15827,932,2427,0
9097,589,1378,0
9513,227,266,0
20214,5209,1879,0
21506,1285,3188,0
15645,788,4809,0
57366,1828,4699,0
49716,2268,4739,0
29635,1034,816,0
30541,695,2074,0
37350,672,3362,0
20145,860,2865,0
20323,1108,3323,0
20323,1108,3323,0
19421,1026,1546,0
7581,892,2432,0
11545,597,882,0
10438,1193,5041,0
30279,5059,5552,0
50121,1807,6940,0
10171,2411,3849,0
25544,1242,4259,0
23886,776,1639,0
11775,645,1757,0
20934,699,64,0
31163,964,6602,0
21089,644,2678,0
54071,2862,6651,0
14496,211,1684,0
61657,834,2822,0
103296,759,7304,0
81699,2790,5254,0
46492,576,2943,0
30055,210,2012,0
44963,1008,3739,0
45634,1183,3087,0
6509,336,1116,0
12812,2848,3661,0
11380,8648,9775,0
57463,1829,4718,0
141202,1804,17629,0
61128,1412,6150,0
8045,26292,6190,0
45765,693,9463,0
35821,1548,2762,0
40252,1246,5765,0
22259,1376,4268,0
26753,839,2146,0
39539,724,6177,0
3310,469,490,0
6348,356,788,0
90618,487,5088,0
57543,362,3791,0
4270,455,1126,0
59681,2422,8832,0
9368,856,5062,0
4155,4349,3164,0
18890,1436,3041,0
40279,16844,9674,0
51071,910,32955,0
18175,373,2230,0
10636,7848,5829,0
50840,4011,6155,0
19730,706,736,0
58421,1076,3677,0
40494,300,1961,0
38551,1569,5232,0
17951,1187,1616,0
40720,529,2938,0
32181,1279,7720,0
25606,626,2051,0
30347,1147,1529,0
24003,1570,2186,0
43087,1192,2959,0
50239,1813,6960,0
12579,466,2753,0
5083,577,2420,0
24166,270,2369,0
3755,314,1400,0
38253,964,1765,0
6519,339,1115,0
30710,379,2717,0
15926,935,2428,0
8810,179,571,0
49709,1029,3720,0
12988,464,2441,0
13252,1064,4629,0
20302,520,5675,0
95674,1828,5882,0
30649,698,2076,0
18441,538,2193,0
32623,3310,2527,0
52215,797,9624,0
3359,828,1424,0
32336,1254,2865,0
19491,526,1121,0
44661,1499,2609,0
0,0,0,0
6325,2512,5824,0
34811,1103,5610,0
28614,3217,3710,0
28913,671,2182,0
76034,820,5790,0
51428,4491,7819,0
80272,735,4421,0
15654,1068,2040,0
40619,508,4084,0
73178,2019,6729,0
56030,807,6582,0
45508,953,2840,0
121868,1647,5858,0
14301,1908,2230,0
37846,1181,2067,0
13117,580,4995,0
18510,496,3129,0
27975,518,592,0
44563,646,6197,0
20251,1000,1618,0
57681,1835,4735,0
6535,339,1117,0
49445,725,3307,0
82447,596,4606,0
14737,1376,1463,0
59823,2426,8851,0
55515,577,2623,0
47051,837,24119,0
24094,2492,4111,0
11426,1368,1343,0
22357,1231,2474,0
36510,5770,5088,0
57108,1368,9228,0
7869,336,2441,0
9120,595,1380,0
55123,609,4916,0
13618,656,1137,0
73303,1109,15323,0
10350,990,2181,0
25139,1367,1820,0
51736,1041,4629,0
31294,966,6620,0
57729,1836,4737,0
50356,1821,6969,0
28898,1115,2560,0
22376,590,962,0
52553,1284,6297,0
15332,1574,2264,0
143966,2492,20821,0
7528,572,3559,0
29061,649,2801,0
22740,633,4515,0
20140,1954,2172,0
7745,431,796,0
25838,466,2660,0
69133,845,8249,0
34556,253,1397,0
57732,363,3808,0
45296,1009,3772,0
47482,870,5452,0
36226,1367,3013,0
45974,699,9512,0
54435,2880,6658,0
21614,2038,3724,0
62683,1080,6582,0
64960,939,8650,0
52930,1709,2492,0
12117,3190,4333,0
36579,861,1911,0
7660,1558,1728,0
48252,2020,5254,0
22988,154,1665,0
19014,1802,1974,0
5400,1660,1428,0
6829,537,1445,0
31107,953,2774,0
19526,529,1122,0
39638,889,3332,0
87452,720,25319,0
36385,289,1296,0
6495,589,367,0
57828,1842,4748,0
4958,322,548,0
19558,3810,4094,0
172081,516,7421,0
20422,1101,7127,0
43318,2038,3062,0
17458,866,3158,0
11925,652,1773,0
87615,391,5575,0
11115,887,1794,0
18346,1769,4298,0
22466,901,2176,0
54439,1089,11475,0
53511,1789,3529,0
52465,803,9650,0
59965,2429,8871,0
35465,2283,10885,0
37835,1801,2903,0
3162,386,1379,0
28223,1965,3098,0
14665,312,721,0
53578,502,11281,0
25073,772,4344,0
43668,1096,5609,0
34286,439,1213,0
38420,672,5400,0
28033,239,1374,0
3338,476,484,0
13679,656,1137,0
26734,452,3440,0
33160,690,2864,0
35584,496,1917,0
24216,745,5359,0
29038,3066,4688,0
0,0,0,0
51845,1781,6140,0
48206,1767,5549,0
57795,1606,6197,0
29038,1121,2584,0
19085,767,985,0
50500,1827,6991,0
6684,838,8315,0
13970,483,1174,0
18677,1165,2238,0
37919,2842,5425,0
44150,989,1468,0
8352,711,1011,0
8335,2517,5304,0
51868,193,1435,0
12238,154,0,0
10523,396,1684,0
29447,4535,5576,0
16621,2331,5234,0
22491,1233,2931,0
19549,531,1121,0
73752,864,4871,0
31385,967,6623,0
11715,702,370,0
14393,3487,6645,0
55917,616,3021,0
4419,1720,7016,0
55825,2053,7370,0
21664,368,1967,0
23413,1313,4466,0
18526,3820,31720,0
21351,652,2689,0
18111,1196,1637,0
58020,1849,4770,0
57900,363,3823,0
36959,1278,5020,0
345,42,16,0
61809,1390,9873,0
25883,631,2074,0
3349,479,486,0
23522,580,1078,0
39393,609,2639,0
45528,1011,3789,0
23112,962,5755,0
63925,2175,4097,0
30918,704,2084,0
92844,429,16264,0
46178,701,9533,0
45066,1516,2628,0
60983,578,3837,0
31224,1145,1881,0
35110,1114,5681,0
11039,1167,1359,0
41690,933,2662,0
52652,807,9657,0
107193,1409,6863,0
45992,466,5601,0
19883,4173,4169,0
54692,1096,11503,0
12257,474,627,0
31137,4343,5369,0
24372,273,2375,0
35266,682,5254,0
13740,657,1138,0
13527,316,2557,0
37801,689,3374,0
1234,695,0,0
42695,942,4327,0
5855,530,3171,0
47073,2514,4100,0
21502,676,1609,0
4870,110707,19843,0
52557,402,2099,0
8666,1545,1564,0
86369,3087,20494,0
97405,2486,6844,0
15241,963,0,0
27478,1134,1812,0
11577,664,1222,0
241679,793,26259,0
45814,955,2857,0
3363,482,487,0
20393,874,3003,0
10386,37132,7376,0
8751,1551,2260,0
25334,1742,1629,0
15187,199,504,0
72552,644,5913,0
18658,359,1571,0
5208,708,1683,0
34122,548,942,0
14838,1387,1355,0
16274,522,1304,0
32742,1597,10123,0
38575,972,1776,0
19170,2809,5478,0
50735,1827,7024,0
33241,931,4380,0
8917,767,3687,0
23835,338,1046,0
23020,2049,5650,0
54850,2890,6661,0
23261,2689,4276,0
52970,773,4381,0
63319,938,43678,0
16234,310,1257,0
17558,719,2671,0
16697,595,1957,0
40847,305,2002,0
3370,483,488,0
82815,2838,5325,0
10054,2587,2118,0
4991,325,548,0
12043,654,1774,0
52796,811,9675,0
54857,1098,11542,0
58038,366,3831,0
123459,651,7142,0
20312,2614,3244,0
60241,993,4665,0
28454,289,909,0
13795,661,1138,0
31480,969,6653,0
5574,2543,6453,0
20129,2604,4488,0
7688,903,2438,0
3375,483,488,0
27080,2028,3173,0
41261,734,5622,0
14361,2239,4567,0
22977,1695,3657,0
67638,2773,905,0
22678,1245,2486,0
16785,2053,1739,0
51635,4053,6227,0
21844,1311,3249,0
22773,593,3039,0
32459,670,3004,0
25160,669,2776,0
29706,1198,1718,0
13729,187,1064,0
8394,382,2949,0
21596,1890,5523,0
46395,706,9559,0
38106,1813,2923,0
14077,485,1186,0
49395,1189,3432,0
62758,862,5618,0
19243,1456,3102,0
15357,932,5755,0
89591,424,6771,0
49159,1019,3295,0
48246,453,854,0
54016,1648,494,0
50870,1835,7018,0
55008,1099,11554,0
45549,1327,2865,0
35934,1042,2651,0
95875,3475,15021,0
27214,1256,4362,0
9038,1176,2514,0
27349,375,1990,0
11805,603,904,0
7388,919,3187,0
36419,373,2450,0
45849,1013,3810,0
52939,812,9683,0
9507,3647,1255,0
20278,3252,2671,0
32358,669,1729,0
10525,588,696,0
36609,1208,6561,0
107029,472,38615,0
35385,1125,5710,0
24271,2029,3152,0
24963,936,2106,0
84839,421,4009,0
18826,1068,1174,0
31481,421,1680,0
48579,848,18042,0
21094,714,3212,0
11184,891,1790,0
79996,1512,6807,0
19895,1101,2502,0
258,398,629,0
22752,1249,2487,0
31111,204,1108,0
0,0,26,0
26097,633,2101,0
26115,1278,4017,0
26380,843,5630,0
5065,564,2151,0
36794,871,1924,0
20807,1375,2593,0
50403,334,1806,0
55091,1101,11571,0
50948,1837,7024,0
31362,4297,5143,0
4806,679,2270,0
46058,957,2846,0
27102,3150,8086,0
34321,3398,6068,0
5015,327,557,0
58224,368,3862,0
119634,1143,7922,0
25735,1697,1677,0
33481,505,1453,0
13868,662,1139,0
25114,764,1467,0
6889,561,1508,0
31572,972,6670,0
55158,2904,6676,0
22758,916,2196,0
58769,1427,2718,0
10848,1494,4699,0
23094,640,4556,0
20558,528,5701,0
69181,824,4253,0
24545,2528,4139,0
10642,400,1688,0
45501,1538,2662,0
7330,206,420,0
24549,274,2379,0
65820,957,4405,0
30255,711,2051,0
53365,822,2527,0
7743,1278,6247,0
40745,613,3934,0
51002,1838,7027,0
70972,1608,7930,0
13889,663,1139,0
36173,3951,10863,0
55672,862,2765,0
31518,521,2400,0
46001,1013,3810,0
6784,854,8507,0
18326,1208,1641,0
53104,814,9699,0
27510,1156,0,0
75085,759,3971,0
58552,1080,6969,0
0,0,0,0
3247,495,0,0
37654,633,1920,0
10096,1786,0,0
35839,686,2188,0
46663,709,9601,0
8992,186,579,0
19645,535,1124,0
78088,690,12551,0
126363,1034,35280,0
21797,266,1112,0
69778,857,8283,1
22849,1245,2914,1
50496,741,3414,1
26831,457,3463,1
26934,2792,4332,1
3432,847,1436,1
52620,198,1484,1
14170,491,1190,1
63603,810,2884,1
15468,1603,3100,1
12181,660,1797,1
51255,2479,5594,1
43059,970,4351,1
12495,156,0,1
35546,1134,5727,1
88974,733,25598,1
38228,702,3398,1
5259,714,1706,1
18821,1176,2256,1
58340,368,3870,1
5080,566,2159,1
24300,18620,15386,1
8255,527,3010,1
52225,1067,4637,1
34648,845,2781,1
13136,2277,1512,1
45656,1542,2677,1
54157,516,3481,1
20609,884,3082,1
16443,598,811,1
24693,970,3217,1
22250,2719,3116,1
22013,277,1442,1
10687,455,733,1
13254,475,2495,1
31660,972,6687,1
57879,1412,9228,1
46757,710,9640,1
136926,1447,11628,1
24828,1239,3627,1
5089,567,2160,1
25190,932,1524,1
67500,550,4977,1
27719,468,1504,1
38898,976,1777,1
61877,7288,11816,1
54222,1751,2550,1
13970,663,1148,1
22928,1256,2499,1
19177,486,512,1
13428,252,806,1
48129,889,5483,1
60966,458,3142,1
31168,5168,5653,1
53282,814,9743,1
33531,542,2696,1
32358,305,4215,1
7599,578,3586,1
0,0,0,1
6922,568,1513,1
56278,1879,14032,1
58618,1639,5997,1
46277,963,2863,1
6819,858,8538,1
26249,639,2109,1
33110,3680,3610,1
38377,1829,2948,1
58433,372,3885,1
24881,496,1253,1
11232,893,1793,1
51859,1489,3865,1
35684,1140,5725,1
54054,4694,4400,1
81747,740,4636,1
46273,1015,3833,1
46829,710,9653,1
39814,614,2648,1
36045,2321,10961,1
45870,1549,2686,1
81200,424,3640,1
17022,600,1972,1
10761,4888,3967,1
92305,5684,17991,1
20632,225,1231,1
10612,1005,1823,1
36053,1207,2326,1
19437,1468,3117,1
5102,569,2162,1
56812,368,26575,1
43310,990,4367,1
52219,4071,6256,1
20700,1130,7224,1
11777,599,660,1
89931,1046,14320,1
13592,553,1117,1
129819,474,12163,1
36717,373,1201,1
5111,569,2162,1
83790,2884,5274,1
41264,309,2016,1
13518,1367,1542,1
26482,9232,0,1
12276,662,1806,1
8069,567,1821,1
11662,1303,1824,1
14255,498,1202,1
24262,1375,4471,1
33646,938,1238,1
52298,1038,98134,1
14059,663,1157,1
38683,1014,2278,1
6846,861,8589,1
23684,2701,4303,1
29038,3296,3645,1
24715,277,2396,1
11578,8786,9515,1
29627,912,11040,1
46074,1551,2700,1
49828,507,4532,1
73781,656,5994,1
31809,979,6710,1
6948,575,1524,1
5114,569,2162,1
36403,1054,2637,1
34279,1816,9161,1
35814,1149,5750,1
22358,491,4823,1
10750,405,1695,1
20206,2878,3583,1
77941,1995,9365,1
58597,374,3888,1
55434,567,3095,1
0,0,0,1
120799,1319,8960,1
46751,486,5676,1
42714,500,3478,1
27171,1269,4341,1
20036,6510,5153,1
28334,1308,1792,1
19339,633,520,1
19181,3141,15869,1
30109,753,2804,1
19719,538,1125,1
23099,1266,2524,1
22120,1337,3276,1
24292,6441,7063,1
35930,337,874,1
26461,1293,4219,1
23369,655,4598,1
29712,1320,3500,1
5119,570,2167,1
18475,1215,1647,1
6866,866,8603,1
11632,2045,2842,1
82732,2072,28982,1
19541,1471,3163,1
47979,2076,6016,1
23095,1256,2919,1
52056,2288,2926,1
17003,698,1917,1
5954,541,3174,1
26215,388,2945,1
7628,587,3604,1
31858,979,6714,1
74889,1172,16121,1
19945,446,2027,1
73676,573,5195,1
5318,717,1738,1
0,0,0,1
88613,690,9338,1
15774,1605,2308,1
2133,2483,1465,1
46511,964,2866,1
46554,1016,3851,1
8230,27428,6505,1
10000,1034,3127,1
18935,1182,2257,1
27014,424,1453,1
53147,199,1513,1
0,0,19,1
26913,469,3481,1
10936,317,1864,1
42679,1166,736,1
24814,2550,4227,1
7972,1351,1625,1
35927,1154,5765,1
6877,871,8611,1
6893,374,1812,1
12723,159,0,1
46351,1557,2700,1
14340,501,1219,1
28060,950,3883,1
49035,1192,5938,1
17944,7885,23009,1
23314,2075,5706,1
56899,2108,7449,1
23019,925,2204,1
54616,1811,3595,1
32901,1693,10422,1
62714,1427,10105,1
27847,1279,4449,1
18601,658,2093,1
79993,650,3431,1
25122,628,1504,1
19593,1472,3178,1
52617,4095,6280,1
44719,2106,3135,1
24666,575,746,1
41809,1310,5632,1
34785,3116,4908,1
29634,5025,2843,1
7634,591,3607,1
6882,873,8616,1
20046,3919,4249,1
68667,2854,984,1
59477,283,3721,1
33301,1308,2931,1
51921,1140,4252,1
53730,3244,7152,1
65362,2221,4278,1
49786,708,2828,1
46449,1558,2700,1
39569,760,2624,1
25129,454,2831,1
40082,622,2675,1
12401,667,1808,1
6653,831,3130,1
28708,1229,2088,1
38671,721,3436,1
11291,894,1797,1
31926,1191,1911,1
52530,1086,4665,1
13429,480,2564,1
31955,980,6723,1
19084,369,1614,1
12077,611,931,1
54972,1768,2562,1
7638,591,3590,1
66812,2394,3535,1
44128,3214,3823,1
19154,753,2730,1
18584,1217,1648,1
23219,1273,2527,1
32411,972,5012,1
10560,662,723,1
5344,720,1752,1
58806,376,3903,1
31687,212,1167,1
28325,1430,10373,1
25927,805,4476,1
20767,533,5718,1
36657,1056,2637,1
36047,1160,5787,1
20544,930,1518,1
10527,37525,7440,1
46252,1133,4253,1
25483,3484,2451,1
49419,1899,5729,1
4520,1774,7239,1
46625,1558,2707,1
24887,280,2429,1
90249,743,25766,1
23501,658,4624,1
9129,187,581,1
7644,592,3589,1
68047,1695,102352,1
26683,482,2752,1
46756,1018,3875,1
33521,918,2422,1
101975,1153,5218,1
24611,421,952,1
14399,503,1205,1
82563,755,4657,1
79960,1363,5545,1
3021,168,391,1
58862,377,3904,1
27079,1056,2684,1
19472,2853,5521,1
20992,1017,1708,1
39713,1109,1385,1
37774,1322,5105,1
2797,296,1529,1
174637,534,7475,1
20522,2674,4322,1
43684,1005,4407,1
52877,4101,6288,1
19508,836,1468,1
35362,467,1410,1
10935,414,1734,1
7647,594,3589,1
36127,1160,5811,1
11689,651,1154,1
46727,966,2869,1
4950,697,2296,1
10761,1015,1846,1
22312,1360,3320,1
28834,256,1691,1
5369,720,1768,1
57566,769,23021,1
39665,878,1281,1
51253,747,3396,1
10281,2617,2119,1
32053,984,6740,1
7922,910,2449,1
18642,1219,1655,1
23983,2715,4336,1
26192,1715,1732,1
49973,1038,3311,1
16501,316,1326,1
7651,596,3582,1
31506,1733,5716,1
30607,1221,1772,1
24360,626,1068,1
47164,490,5746,1
23156,926,2228,1
18771,1798,4412,1
28041,1173,0,1
8444,574,3825,1
31245,735,2105,1
61681,1047,4743,1
24462,1401,4509,1
30471,965,2456,1
69227,1089,4041,1
11643,8835,9649,1
7655,596,3568,1
21318,1396,2642,1
36839,1060,2643,1
52828,1005,34123,1
23581,660,4614,1
41638,17842,10025,1
40256,625,2685,1
28112,179,1330,1
7382,483,703,1
26448,990,3284,1
82807,730,7632,1
46925,1021,3895,1
58980,377,3931,1
52837,2660,4062,1
104232,1600,15536,1
93739,712,7646,1
31757,5168,5710,1
126004,1715,5996,1
38479,723,6635,1
19025,1187,2271,1
53633,201,1527,1
17483,608,2017,1
34199,340,1350,1
11343,895,1807,1
50602,921,1710,1
25002,2568,4254,1
9398,346,2208,1
6744,593,367,1
20251,3290,3567,1
20251,3290,3567,1
24284,534,934,1
53082,4109,6301,1
20923,1143,7296,1
29428,6882,3672,1
38894,727,3429,1
96346,500,7612,1
3504,870,1449,1
5395,721,1779,1
85788,1457,6835,1
38376,9092,12066,1
36782,1594,2785,1
42201,1005,2672,1
20752,891,3099,1
27851,389,2089,1
44657,1525,2291,1
46862,966,2870,1
99376,381,4336,1
0,0,0,1
18714,1220,1655,1
76343,775,4030,1
23124,610,973,1
26060,760,3958,1
112580,2651,12285,1
122170,555,7563,1
193087,762,11659,1
59574,1096,3748,1
55583,1781,2610,1
9130,331,780,1
11956,1319,1852,1
24326,603,1098,1
82691,1166,4937,1
0,0,0,1
41701,311,2048,1
13541,483,2602,1
32875,686,1757,1
70460,385,3891,1
45672,1131,1987,1
13792,795,1173,1
17055,686,1001,1
32139,988,6750,1
36955,1063,2696,1
20984,747,1066,1
12008,679,1234,1
15873,1640,3164,1
6070,258,1180,1
76178,830,6404,1
17370,518,1033,1
79963,591,4334,1
7814,1588,1781,1
9606,512,4254,1
5411,723,1788,1
89449,5559,8517,1
39604,994,1775,1
34874,3702,6677,1
20184,3956,4255,1
59090,379,3927,1
52753,1096,4675,1
24539,1415,4538,1
28325,1291,4513,1
25233,598,2412,1
26973,476,3499,1
18816,737,1133,1
83125,759,4659,1
53258,4120,6310,1
53171,1032,5016,1
47133,1023,3906,1
30610,1231,3515,1
12984,383,714,1
27969,1153,1857,1
18768,1224,1657,1
23784,663,4623,1
29431,3382,3736,1
37661,1281,6717,1
63686,881,5703,1
27237,543,3717,1
34971,583,1538,1
12222,619,950,1
92130,504,5120,1
716,117,223,1
22392,3733,6136,1
46997,968,2873,1
35542,868,2850,1
40402,625,2701,1
28293,2984,5158,1
23542,1757,3694,1
20911,539,4762,1
12567,3267,2304,1
20486,541,1550,1
36719,2374,11214,1
39487,1033,2268,1
4384,1015,9188,1
22594,2798,3142,1
3714,493,1066,1
32224,988,6779,1
36405,696,5373,1
55304,1823,3611,1
44153,865,4163,1
24602,1419,4542,1
46555,687,6522,1
37041,4355,11238,1
7636,1963,3685,1
37073,1069,2703,1
22394,282,1289,1
22439,1371,3323,1
24238,2728,4360,1
22412,915,2957,1
93844,1342,9199,1
53422,4135,6312,1
47248,1023,3912,1
11694,8889,9650,1
19220,528,3254,1
0,0,4752,1
45870,1044,1557,1
38828,2954,5536,1
18814,1224,1656,1
0,0,0,1
23559,2095,5742,1
27343,541,3289,1
32122,855,3024,1
50223,1041,3319,1
53591,3811,5302,1
32240,540,2447,1
5011,668,2899,1
11408,896,1804,1
131122,1173,9333,1
30027,252,0,1
11008,1528,4778,1
10932,1021,1846,1
29159,580,2909,1
10985,1255,5353,1
32575,1926,6098,1
32444,765,1428,1
56092,1791,2619,1
6029,549,3187,1
9260,195,583,1
46923,1152,4284,1
4398,185,450,1
39126,739,3455,1
96641,1211,7581,1
21911,1006,4979,1
16858,540,1312,1
23405,929,2240,1
27613,673,854,1
42380,768,5825,1
47105,971,2872,1
39760,996,1781,1
38602,640,1931,1
39565,774,5498,1
91529,757,25953,1
24890,4292,11235,1
58469,603,299,1
9071,1597,2368,1
23924,666,4615,1
32299,989,6814,1
47356,1023,3921,1
76351,1206,16251,1
30512,4763,5747,1
77447,332,3436,1
41368,2065,3811,1
52925,1100,4638,1
13647,486,2640,1
54464,818,4471,1
15397,838,1100,1
26856,1230,1743,1
20396,262,795,1
83454,761,4681,1
17744,616,2082,1
53603,4143,6318,1
34023,515,1459,1
32297,216,1163,1
37738,808,2027,1
40523,624,2715,1
37158,1074,2705,1
6121,1417,2887,1
31435,604,3356,1
0,0,0,1
13445,3035,3851,1
76683,2171,7071,1
49027,564,10543,1
39200,629,1775,1
9367,817,3867,1
54373,3333,7240,1
74562,5790,13153,1
30027,854,4941,1
27729,2866,4394,1
21100,1152,7341,1
54226,204,1548,1
27096,283,647,1
34020,2016,2038,1
47454,1025,3925,1
32349,991,6822,1
28418,1186,0,1
37361,892,1941,1
75982,467,19109,1
20855,374,1082,1
22175,1167,7345,1
70627,1414,4117,1
9906,2336,2564,1
34097,1692,10445,1
24713,1428,4549,1
16166,1633,2317,1
11266,422,1764,1
42975,972,2775,1
7546,1230,1652,1
18536,377,2393,1
22545,1379,3345,1
41411,2778,9055,1
10653,37907,7537,1
32415,1222,1940,1
19060,914,4802,1
4581,1813,7384,1
17462,2144,1797,1
50261,1991,5808,1
11747,8924,9651,1
20624,374,1123,1
11359,173,638,1
33923,1337,2936,1
12326,619,960,1
56498,1796,2621,1
7455,1666,3671,1
53443,1085,99467,1
45686,2147,3162,1
6418,208,362,1
0,0,0,1
32398,992,6826,1
38298,1343,5142,1
37295,1079,2707,1
11454,901,1813,1
33936,2474,6922,1
69584,567,4677,1
54875,1382,6506,1
5031,711,2318,1
32182,5165,5776,1
32765,446,1717,1
6083,241,1607,1
47682,2335,4726,1
44451,1959,1662,1
24469,2736,4367,1
21179,182,1188,1
27022,478,3486,1
7354,383,3717,1
42890,1326,5718,1
40690,627,2739,1
23539,939,2242,1
19555,377,1630,1
36438,692,8398,1
48112,1140,6272,1
34396,964,1243,1
9973,499,1514,1
47665,1026,3943,1
36918,597,2870,1
77157,783,4043,1
65501,901,14831,1
23593,630,999,1
55154,1239,4122,1
99851,1226,5897,1
11884,2100,2875,1
94875,1727,8155,1
6662,1509,1571,1
20169,1867,1994,1
25136,819,3870,1
28682,1835,4709,1
50549,1048,3328,1
27044,704,4197,1
53108,1110,4675,1
21637,1418,2690,1
25468,775,3323,1
6422,1108,3505,1
20409,4018,4280,1
24096,671,4629,1
47708,1027,3954,1
41320,460,1235,1
45892,1859,6248,1
50532,2048,2519,1
63668,1465,10341,1
51736,1266,2649,1
23713,2119,4997,1
24795,1434,4555,1
36801,1368,1787,1
8709,509,4358,1
21630,1278,3570,1
37387,1084,2715,1
62761,1075,4779,1
87170,927,5734,1
48366,482,1989,1
4593,1822,7393,1
11774,8947,9718,1
16035,314,666,1
21624,472,2069,1
35413,1084,6266,1
28861,1327,4600,1
6851,598,369,1
18934,692,2157,1
98109,2871,9033,1
28188,392,2100,1
12231,1330,1861,1
15442,324,777,1
40042,999,1782,1
23740,1268,8755,1
131711,516,11897,1
8505,569,2636,1
30711,771,2837,1
22666,1386,3354,1
37500,387,2526,1
56871,1803,2627,1
21268,228,1256,1
53629,1057,34730,1
22093,1450,6854,1
102940,707,18157,1
1325,719,0,1
33215,696,1755,1
12469,11624,26477,1
47445,1166,4374,1
17976,621,2089,1
127233,936,9969,1
47810,1029,3972,1
14510,510,793,1
30771,303,1268,1
9400,1244,2875,1
22551,284,1296,1
53153,2343,2950,1
13326,168,0,1
8145,927,2490,1
7922,1626,1841,1
8299,1765,1625,1
24844,1439,4555,1
55703,1830,3639,1
65691,599,27271,1
26756,1725,1759,1
19079,1826,4456,1
13820,493,2668,1
92377,764,26141,1
20529,543,1559,1
24856,1442,4548,1
36718,900,3562,1
37493,1086,2719,1
36405,1104,4631,1
44656,880,4208,1
28364,1791,7731,1
30100,708,2212,1
68701,1742,4109,1
4603,1827,7391,1
18085,1477,2936,1
3888,340,1428,1
27984,1312,4421,1
40492,621,2384,1
11294,336,1909,1
3551,891,1452,1
12428,620,961,1
0,0,0,1
11520,901,1815,1
32276,4594,5547,1
32276,4594,5547,1
103143,1150,8136,1
47952,1031,3981,1
38301,1322,6810,1
18270,762,2874,1
54726,206,1577,1
27822,1096,2758,1
23679,942,2263,1
40214,1046,2313,1
5061,719,2322,1
27061,480,3512,1
63948,793,3298,1
98220,635,4662,1
20974,3382,2775,1
39583,749,3484,1
13511,582,1135,1
139090,632,10279,1
63852,1491,6338,1
78480,238,3846,1
11811,8979,9734,1
41929,971,6101,1
16732,325,1370,1
23892,1797,3740,1
16835,831,5337,1
14226,623,5365,1
69285,1735,103129,1
29026,1338,4625,1
4610,1830,7386,1
19724,773,2792,1
26861,831,4663,1
12205,1480,1410,1
57202,1810,2628,1
71118,1398,3813,1
7220,822,626,1
24674,2746,4392,1
60008,382,3936,1
22535,1990,5709,1
18895,534,2643,1
24205,675,4631,1
22770,1394,3374,1
27476,6835,4442,1
53315,1116,4667,1
25277,798,5498,1
12903,914,1511,1
10604,1919,0,1
32264,2819,2183,1
28416,414,2040,1
50829,1057,3347,1
27429,501,2812,1
31684,1244,1858,1
21256,1161,7395,1
75852,607,2073,1
9619,364,2076,1
23819,2124,5005,1
21331,1260,1581,1
21552,760,2752,1
37624,1087,2727,1
48068,1032,3992,1
8445,28292,6759,1
100000,3668,15750,1
10594,2647,2191,1
16327,1669,3241,1
96610,477,16937,1
15403,3593,1382,1
4614,1834,7386,1
37688,1389,5414,1
37270,2407,11317,1
130253,869,33693,1
4615,1835,7384,1
24842,550,951,1
